borrower_id,archetype,defaulted
1825,prime,0
1826,prime,0
1827,prime,0
1828,prime,1
1829,prime,0
1830,gig,1
1831,prime,0
1832,subprime,1
1833,gig,0
1834,gig,0
1835,gig,1
1836,prime,0
1837,subprime,1
1838,gig,0
1839,gig,0
1840,gig,0
1841,prime,0
1842,gig,0
1843,subprime,1
1844,prime,0
1845,subprime,1
1846,gig,0
1847,prime,0
1848,gig,1
1849,prime,0
1850,gig,1
1851,gig,0
1852,subprime,1
1853,prime,0
1854,prime,0
1855,gig,1
1856,prime,0
1857,gig,1
1858,prime,0
1859,prime,0
1860,prime,0
1861,prime,0
1862,gig,1
1863,prime,0
1864,prime,0
1865,subprime,1
1866,subprime,0
1867,prime,1
1868,gig,1
1869,prime,0
1870,gig,0
1871,prime,0
1872,prime,0
1873,prime,0
1874,prime,0
1875,gig,1
1876,subprime,1
1877,gig,1
1878,subprime,1
1879,gig,1
1880,prime,0
1881,prime,0
1882,gig,0
1883,gig,0
1884,gig,0
1885,gig,1
1886,prime,0
1887,gig,0
1888,gig,1
1889,gig,0
1890,prime,0
1891,gig,0
1892,prime,0
1893,gig,0
1894,prime,0
1895,subprime,0
1896,gig,0
1897,subprime,1
1898,gig,1
1899,prime,0
1900,prime,0
1901,prime,0
1902,gig,0
1903,prime,0
1904,prime,0
1905,prime,0
1906,prime,0
1907,subprime,1
1908,gig,0
1909,prime,0
1910,subprime,1
1911,gig,0
1912,prime,0
1913,subprime,0
1914,gig,0
1915,gig,0
1916,prime,0
1917,prime,0
1918,subprime,1
1919,gig,1
1920,prime,0
1921,prime,0
1922,gig,0
1923,subprime,1
1924,prime,0
1925,prime,0
1926,prime,0
1927,gig,0
1928,subprime,1
1929,gig,1
1930,prime,0
1931,gig,0
1932,prime,0
1933,gig,1
1934,prime,0
1935,prime,0
1936,subprime,1
1937,prime,0
1938,prime,0
1939,gig,1
1940,subprime,1
1941,subprime,1
1942,gig,0
1943,prime,0
1944,gig,0
1945,prime,0
1946,prime,0
1947,prime,0
1948,prime,0
1949,gig,0
1950,gig,0
1951,prime,0
1952,prime,0
1953,subprime,1
1954,gig,1
1955,subprime,1
1956,gig,0
1957,gig,0
1958,gig,1
1959,gig,1
1960,prime,0
1961,prime,0
1962,subprime,1
1963,prime,0
1964,prime,0
1965,prime,0
1966,gig,1
1967,prime,0
1968,prime,0
1969,subprime,1
1970,prime,0
1971,gig,1
1972,prime,0
1973,prime,0
1974,prime,0
1975,gig,0
1976,subprime,1
1977,subprime,1
1978,prime,0
1979,prime,0
1980,subprime,1
1981,gig,0
1982,gig,0
1983,prime,0
1984,prime,0
1985,prime,0
1986,prime,0
1987,subprime,1
1988,prime,0
1989,prime,0
1990,gig,1
1991,prime,0
1992,subprime,1
1993,subprime,0
1994,prime,0
1995,gig,1
1996,gig,1
1997,subprime,1
1998,gig,1
1999,subprime,1
2000,gig,1
